"id","county","phase","path__lat","path__lng"
"1","Grant","","47.52763294","-119.511691"
"1","Grant","","47.52775624","-119.532891"
"1","Grant","","47.51324108","-119.5332146"
"1","Grant","","47.49876366","-119.5331853"
"1","Grant","","47.48446735","-119.5333429"
"1","Grant","","47.46998503","-119.5333542"
"1","Grant","","47.45567461","-119.5332816"
"1","Grant","","47.44136616","-119.5336088"
"1","Grant","","47.44132894","-119.5443021"
"1","Grant","","47.44129073","-119.5549954"
"1","Grant","","47.44125153","-119.5656887"
"1","Grant","","47.44123157","-119.5710353"
"1","Grant","","47.44121136","-119.5763819"
"1","Grant","","47.44116689","-119.587238"
"1","Grant","","47.4411214","-119.5980941"
"1","Grant","","47.44101884","-119.6089868"
"1","Grant","","47.44092152","-119.6192254"
"1","Grant","","47.4411486","-119.6297593"
"1","Grant","","47.44091387","-119.6407894"
"1","Grant","","47.44064838","-119.6620985"
"1","Grant","","47.44048546","-119.672909"
"1","Grant","","47.44048055","-119.6732324"
"1","Grant","","47.44032185","-119.6837679"
"1","Grant","","47.43993314","-119.704848"
"1","Grant","","47.43968403","-119.7259054"
"1","Grant","","47.43940863","-119.7417582"
"1","Grant","","47.43931223","-119.7472876"
"1","Grant","","47.43908822","-119.7581467"
"1","Grant","","47.43887093","-119.7686581"
"1","Grant","","47.4385242","-119.7901038"
"1","Grant","","47.43814688","-119.8114"
"1","Grant","","47.43778126","-119.8327805"
"1","Grant","","47.43737914","-119.8541611"
"1","Grant","","47.43749208","-119.8757596"
"1","Grant","","47.4229272","-119.8758247"
"1","Grant","","47.40830464","-119.8758217"
"1","Grant","","47.40796892","-119.8971732"
"1","Grant","","47.3934718","-119.897385"
"1","Grant","","47.39344944","-119.918723"
"1","Grant","","47.37893005","-119.9188807"
"1","Grant","","47.36447677","-119.9189146"
"1","Grant","","47.36433531","-119.9402361"
"1","Grant","","47.34943492","-119.9404423"
"1","Grant","","47.34877933","-119.9613415"
"1","Grant","","47.33495245","-119.9618233"
"1","Grant","","47.33462261","-119.9832336"
"1","Grant","","47.32042823","-119.9831044"
"1","Grant","","47.31999634","-120.0047072"
"1","Grant","","47.30579423","-120.004782"
"1","Grant","","47.29130706","-120.0045693"
"1","Grant","","47.27680827","-120.0046088"
"1","Grant","","47.26955363","-120.0045052"
"1","Grant","","47.26229897","-120.0044016"
"1","Grant","","47.2623179","-120.0029139"
"1","Grant","","47.25272312","-120.0037799"
"1","Grant","","47.24595937","-120.0043902"
"1","Grant","","47.23872693","-120.0045039"
"1","Grant","","47.23157047","-120.0047697"
"1","Grant","","47.22446558","-120.004861"
"1","Grant","","47.22433268","-120.0048627"
"1","Grant","","47.22107564","-120.0048978"
"1","Grant","","47.22060124","-120.0059928"
"1","Grant","","47.22054198","-120.0061296"
"1","Grant","","47.22013302","-120.0070735"
"1","Grant","","47.21726824","-120.0049067"
"1","Grant","","47.21715186","-120.0048183"
"1","Grant","","47.216005","-120.0039506"
"1","Grant","","47.21475339","-120.0033123"
"1","Grant","","47.21318402","-120.0028218"
"1","Grant","","47.2118566","-120.0024901"
"1","Grant","","47.21026589","-120.0023761"
"1","Grant","","47.20930075","-120.0024434"
"1","Grant","","47.20788103","-120.0028026"
"1","Grant","","47.20670321","-120.0033868"
"1","Grant","","47.20597475","-120.0039045"
"1","Grant","","47.20523531","-120.0044203"
"1","Grant","","47.20259436","-120.0050722"
"1","Grant","","47.20089266","-120.0054912"
"1","Grant","","47.19973085","-120.0057765"
"1","Grant","","47.19735262","-120.0058346"
"1","Grant","","47.1942025","-120.0056383"
"1","Grant","","47.19291101","-120.0053294"
"1","Grant","","47.18889282","-120.0042252"
"1","Grant","","47.18819969","-120.0039481"
"1","Grant","","47.18818321","-120.0039412"
"1","Grant","","47.188119","-120.0039147"
"1","Grant","","47.18712033","-120.0036785"
"1","Grant","","47.18582043","-120.0035317"
"1","Grant","","47.18468513","-120.0035683"
"1","Grant","","47.18342415","-120.0037006"
"1","Grant","","47.18258563","-120.0039698"
"1","Grant","","47.18142276","-120.0046099"
"1","Grant","","47.18064586","-120.0050996"
"1","Grant","","47.17736586","-120.0073978"
"1","Grant","","47.1744457","-120.0092199"
"1","Grant","","47.1743717","-120.0092658"
"1","Grant","","47.17377541","-120.0096382"
"1","Grant","","47.17252649","-120.0102004"
"1","Grant","","47.17144452","-120.0105239"
"1","Grant","","47.16973559","-120.0107445"
"1","Grant","","47.16741134","-120.0108541"
"1","Grant","","47.16348607","-120.0106004"
"1","Grant","","47.16163358","-120.010344"
"1","Grant","","47.16077875","-120.0101628"
"1","Grant","","47.16013767","-120.0099597"
"1","Grant","","47.15823763","-120.0091569"
"1","Grant","","47.15752277","-120.0087736"
"1","Grant","","47.15628693","-120.0079729"
"1","Grant","","47.15525898","-120.0072227"
"1","Grant","","47.1535738","-120.0056987"
"1","Grant","","47.1515749","-120.0041516"
"1","Grant","","47.15084859","-120.0034931"
"1","Grant","","47.14966286","-120.0028811"
"1","Grant","","47.14857015","-120.0022201"
"1","Grant","","47.14704992","-120.0016092"
"1","Grant","","47.14602926","-120.0012108"
"1","Grant","","47.14548396","-120.0010872"
"1","Grant","","47.14530334","-120.0010467"
"1","Grant","","47.14380723","-120.000707"
"1","Grant","","47.14220579","-120.0006575"
"1","Grant","","47.14020909","-120.0005073"
"1","Grant","","47.13821257","-120.0003149"
"1","Grant","","47.13658327","-120.000089"
"1","Grant","","47.13486715","-120.0002315"
"1","Grant","","47.13395745","-120.0005253"
"1","Grant","","47.13284444","-120.0006421"
"1","Grant","","47.1315011","-120.0008002"
"1","Grant","","47.13113827","-120.0008689"
"1","Grant","","47.12991675","-120.0010952"
"1","Grant","","47.12777884","-120.001587"
"1","Grant","","47.12647999","-120.0021615"
"1","Grant","","47.12261907","-120.0045412"
"1","Grant","","47.12163042","-120.0053738"
"1","Grant","","47.11990066","-120.0069764"
"1","Grant","","47.1191734","-120.0075454"
"1","Grant","","47.1185102","-120.0083427"
"1","Grant","","47.11802407","-120.0087168"
"1","Grant","","47.11673121","-120.0094194"
"1","Grant","","47.11619334","-120.0096332"
"1","Grant","","47.11538608","-120.0098454"
"1","Grant","","47.11395318","-120.0099468"
"1","Grant","","47.11341331","-120.0100883"
"1","Grant","","47.11281126","-120.0104432"
"1","Grant","","47.11216432","-120.0111238"
"1","Grant","","47.11143803","-120.0123313"
"1","Grant","","47.11115356","-120.0129805"
"1","Grant","","47.11090845","-120.0136976"
"1","Grant","","47.11061909","-120.0150576"
"1","Grant","","47.11056481","-120.0165842"
"1","Grant","","47.11024707","-120.0178884"
"1","Grant","","47.110015","-120.0186173"
"1","Grant","","47.1093733","-120.0199082"
"1","Grant","","47.10868712","-120.0208982"
"1","Grant","","47.10833044","-120.0215039"
"1","Grant","","47.10752247","-120.024037"
"1","Grant","","47.1069758","-120.0252828"
"1","Grant","","47.10675983","-120.0256451"
"1","Grant","","47.10647714","-120.0261185"
"1","Grant","","47.10579138","-120.0268835"
"1","Grant","","47.10483532","-120.027679"
"1","Grant","","47.10384143","-120.0283583"
"1","Grant","","47.10160576","-120.0293557"
"1","Grant","","47.10088586","-120.0296571"
"1","Grant","","47.09909249","-120.0308694"
"1","Grant","","47.0936309","-120.0342253"
"1","Grant","","47.08706157","-120.0376783"
"1","Grant","","47.08441366","-120.0389816"
"1","Grant","","47.08325202","-120.0394692"
"1","Grant","","47.08057919","-120.0403631"
"1","Grant","","47.07550072","-120.0422206"
"1","Grant","","47.07376209","-120.0426688"
"1","Grant","","47.07249642","-120.0427679"
"1","Grant","","47.07184506","-120.0428176"
"1","Grant","","47.06986245","-120.0426699"
"1","Grant","","47.06782136","-120.0422177"
"1","Grant","","47.06564952","-120.0414577"
"1","Grant","","47.06426205","-120.0408315"
"1","Grant","","47.06271611","-120.0400101"
"1","Grant","","47.06114736","-120.0390525"
"1","Grant","","47.05945237","-120.0378994"
"1","Grant","","47.05797693","-120.0367165"
"1","Grant","","47.05608574","-120.0349313"
"1","Grant","","47.05497838","-120.0337493"
"1","Grant","","47.05307659","-120.031479"
"1","Grant","","47.05033175","-120.0275635"
"1","Grant","","47.04750686","-120.0228949"
"1","Grant","","47.04446057","-120.0181807"
"1","Grant","","47.04348174","-120.0168778"
"1","Grant","","47.04162501","-120.0144036"
"1","Grant","","47.03969038","-120.0121629"
"1","Grant","","47.03871472","-120.011137"
"1","Grant","","47.03666696","-120.0093829"
"1","Grant","","47.03575386","-120.0087295"
"1","Grant","","47.03410056","-120.0078662"
"1","Grant","","47.03309867","-120.0074503"
"1","Grant","","47.03240552","-120.0072602"
"1","Grant","","47.03036253","-120.0071986"
"1","Grant","","47.0290198","-120.0073112"
"1","Grant","","47.02798234","-120.0073968"
"1","Grant","","47.02681005","-120.0073675"
"1","Grant","","47.02496485","-120.0070756"
"1","Grant","","47.0222125","-120.0063229"
"1","Grant","","47.0202332","-120.0060143"
"1","Grant","","47.01686558","-120.0061274"
"1","Grant","","47.01624157","-120.0058384"
"1","Grant","","47.01525952","-120.005655"
"1","Grant","","47.01459343","-120.0053885"
"1","Grant","","47.01417937","-120.0052219"
"1","Grant","","47.01306225","-120.0043903"
"1","Grant","","47.01141452","-120.0029984"
"1","Grant","","47.0101269","-120.0022206"
"1","Grant","","47.00895384","-120.0017003"
"1","Grant","","47.00787306","-120.0014357"
"1","Grant","","47.00596301","-120.0013692"
"1","Grant","","47.00450206","-120.001487"
"1","Grant","","47.00321091","-120.0017995"
"1","Grant","","47.00224891","-120.0021311"
"1","Grant","","47.00126522","-120.0024467"
"1","Grant","","47.00015597","-120.0026574"
"1","Grant","","47.0000809","-120.002614"
"1","Grant","","46.99973473","-120.0024168"
"1","Grant","","46.99933037","-120.0022763"
"1","Grant","","46.99878209","-120.0022252"
"1","Grant","","46.99756587","-120.0022685"
"1","Grant","","46.99564904","-120.001669"
"1","Grant","","46.99483039","-120.0015524"
"1","Grant","","46.99427339","-120.0013812"
"1","Grant","","46.99390747","-120.0011762"
"1","Grant","","46.9932271","-120.0006174"
"1","Grant","","46.99141376","-119.9994601"
"1","Grant","","46.9893198","-119.9977804"
"1","Grant","","46.98879742","-119.9975329"
"1","Grant","","46.98726925","-119.9970182"
"1","Grant","","46.9869748","-119.9968527"
"1","Grant","","46.98576662","-119.9954414"
"1","Grant","","46.98547074","-119.9951858"
"1","Grant","","46.98517587","-119.9949301"
"1","Grant","","46.98299277","-119.9941171"
"1","Grant","","46.98225457","-119.9935832"
"1","Grant","","46.98027261","-119.992528"
"1","Grant","","46.97848906","-119.9911586"
"1","Grant","","46.97537659","-119.9891489"
"1","Grant","","46.97316256","-119.9875554"
"1","Grant","","46.97106772","-119.9863315"
"1","Grant","","46.97009589","-119.985762"
"1","Grant","","46.96784192","-119.9842934"
"1","Grant","","46.96705346","-119.983654"
"1","Grant","","46.96580956","-119.9825664"
"1","Grant","","46.96313891","-119.9805213"
"1","Grant","","46.96269759","-119.980097"
"1","Grant","","46.96162529","-119.9788497"
"1","Grant","","46.9611581","-119.9784658"
"1","Grant","","46.95977887","-119.9777061"
"1","Grant","","46.95783153","-119.9762312"
"1","Grant","","46.95640281","-119.9753019"
"1","Grant","","46.95606146","-119.975079"
"1","Grant","","46.95371934","-119.9733317"
"1","Grant","","46.95158908","-119.9721913"
"1","Grant","","46.94932884","-119.9707438"
"1","Grant","","46.94748681","-119.9696848"
"1","Grant","","46.94674486","-119.9691115"
"1","Grant","","46.94518176","-119.9677455"
"1","Grant","","46.94478268","-119.9673451"
"1","Grant","","46.94395724","-119.9662882"
"1","Grant","","46.94292358","-119.9656418"
"1","Grant","","46.94262651","-119.9655887"
"1","Grant","","46.94190683","-119.9656078"
"1","Grant","","46.94034471","-119.9656433"
"1","Grant","","46.93838236","-119.9650342"
"1","Grant","","46.93815806","-119.9650044"
"1","Grant","","46.93753094","-119.9650987"
"1","Grant","","46.93622505","-119.9648074"
"1","Grant","","46.93565177","-119.9646169"
"1","Grant","","46.93495285","-119.9641675"
"1","Grant","","46.9345487","-119.9640834"
"1","Grant","","46.93328163","-119.9641761"
"1","Grant","","46.93245305","-119.9644405"
"1","Grant","","46.93141651","-119.9645748"
"1","Grant","","46.93046202","-119.9649606"
"1","Grant","","46.9291587","-119.9652937"
"1","Grant","","46.92756011","-119.9652995"
"1","Grant","","46.92695129","-119.9651314"
"1","Grant","","46.92573567","-119.9644951"
"1","Grant","","46.92468086","-119.9640973"
"1","Grant","","46.92233875","-119.9635642"
"1","Grant","","46.91992809","-119.963256"
"1","Grant","","46.91874196","-119.9632878"
"1","Grant","","46.91737472","-119.9634374"
"1","Grant","","46.9144398","-119.9640508"
"1","Grant","","46.91307245","-119.9641024"
"1","Grant","","46.90785302","-119.9641882"
"1","Grant","","46.90535655","-119.9645211"
"1","Grant","","46.90124706","-119.9648498"
"1","Grant","","46.89864867","-119.9649376"
"1","Grant","","46.89782413","-119.9649637"
"1","Grant","","46.89446566","-119.965161"
"1","Grant","","46.89371499","-119.9651524"
"1","Grant","","46.89316961","-119.9650658"
"1","Grant","","46.89227686","-119.9653147"
"1","Grant","","46.89108394","-119.9655105"
"1","Grant","","46.8889502","-119.9657196"
"1","Grant","","46.88675867","-119.9655812"
"1","Grant","","46.88420462","-119.9657005"
"1","Grant","","46.88058877","-119.9655303"
"1","Grant","","46.87824999","-119.9655658"
"1","Grant","","46.87813992","-119.9655674"
"1","Grant","","46.87724162","-119.9655811"
"1","Grant","","46.8771316","-119.9655827"
"1","Grant","","46.87529007","-119.9656107"
"1","Grant","","46.87379759","-119.9655134"
"1","Grant","","46.87136408","-119.9651616"
"1","Grant","","46.86952892","-119.9650839"
"1","Grant","","46.86808733","-119.9650222"
"1","Grant","","46.86475278","-119.9650551"
"1","Grant","","46.86112813","-119.9652149"
"1","Grant","","46.85775344","-119.9648006"
"1","Grant","","46.85696833","-119.9646125"
"1","Grant","","46.85567002","-119.9639658"
"1","Grant","","46.85485145","-119.9633643"
"1","Grant","","46.85435549","-119.9629995"
"1","Grant","","46.85253155","-119.961219"
"1","Grant","","46.85181796","-119.9605725"
"1","Grant","","46.8500972","-119.959013"
"1","Grant","","46.84902697","-119.9578966"
"1","Grant","","46.84753717","-119.9566285"
"1","Grant","","46.84251626","-119.9521232"
"1","Grant","","46.84140759","-119.9509355"
"1","Grant","","46.84015321","-119.9493158"
"1","Grant","","46.83848313","-119.9472849"
"1","Grant","","46.83629796","-119.9448537"
"1","Grant","","46.83437369","-119.9430155"
"1","Grant","","46.83069333","-119.939821"
"1","Grant","","46.83030266","-119.9394815"
"1","Grant","","46.82667418","-119.9356317"
"1","Grant","","46.82555982","-119.9345108"
"1","Grant","","46.82537656","-119.9343249"
"1","Grant","","46.8237639","-119.9328057"
"1","Grant","","46.82211591","-119.9314208"
"1","Grant","","46.82041588","-119.9301244"
"1","Grant","","46.81709504","-119.9277093"
"1","Grant","","46.81705904","-119.9276832"
"1","Grant","","46.8160597","-119.9270267"
"1","Grant","","46.81474287","-119.9263576"
"1","Grant","","46.8136676","-119.9260095"
"1","Grant","","46.81203163","-119.9257473"
"1","Grant","","46.81094863","-119.9257068"
"1","Grant","","46.81008407","-119.925756"
"1","Grant","","46.80450883","-119.9266178"
"1","Grant","","46.79988063","-119.927138"
"1","Grant","","46.79852296","-119.9274199"
"1","Grant","","46.79752863","-119.9277699"
"1","Grant","","46.79632784","-119.9285811"
"1","Grant","","46.79259655","-119.9308764"
"1","Grant","","46.78835639","-119.9336956"
"1","Grant","","46.78517409","-119.9359884"
"1","Grant","","46.78209972","-119.9384196"
"1","Grant","","46.78187545","-119.9385397"
"1","Grant","","46.78124295","-119.9388716"
"1","Grant","","46.78057784","-119.9390541"
"1","Grant","","46.77970776","-119.9394463"
"1","Grant","","46.77817813","-119.9403203"
"1","Grant","","46.77637007","-119.9416682"
"1","Grant","","46.7749542","-119.9428882"
"1","Grant","","46.77305725","-119.9447157"
"1","Grant","","46.77127253","-119.9465779"
"1","Grant","","46.76977171","-119.9483213"
"1","Grant","","46.76855234","-119.9499381"
"1","Grant","","46.76784059","-119.9510148"
"1","Grant","","46.7668908","-119.9527046"
"1","Grant","","46.76416628","-119.9579757"
"1","Grant","","46.76242055","-119.9608902"
"1","Grant","","46.7620257","-119.9615486"
"1","Grant","","46.76007566","-119.9644449"
"1","Grant","","46.75866132","-119.9663383"
"1","Grant","","46.75760136","-119.9676056"
"1","Grant","","46.75669706","-119.9685162"
"1","Grant","","46.75587161","-119.9692066"
"1","Grant","","46.75487745","-119.9698827"
"1","Grant","","46.7538453","-119.9704274"
"1","Grant","","46.75291599","-119.9707836"
"1","Grant","","46.75254859","-119.970871"
"1","Grant","","46.75182853","-119.9710376"
"1","Grant","","46.75073268","-119.9711121"
"1","Grant","","46.74990532","-119.9710523"
"1","Grant","","46.7477055","-119.9710299"
"1","Grant","","46.74577248","-119.9712243"
"1","Grant","","46.74441362","-119.9714928"
"1","Grant","","46.74063218","-119.9724591"
"1","Grant","","46.73713812","-119.9730336"
"1","Grant","","46.72923376","-119.9733994"
"1","Grant","","46.72656047","-119.9732459"
"1","Grant","","46.72413912","-119.9732814"
"1","Grant","","46.72252651","-119.9730458"
"1","Grant","","46.72211118","-119.9728784"
"1","Grant","","46.7202595","-119.9721308"
"1","Grant","","46.71896123","-119.9714896"
"1","Grant","","46.71579603","-119.9697701"
"1","Grant","","46.71278262","-119.9682646"
"1","Grant","","46.7080142","-119.965178"
"1","Grant","","46.70652839","-119.9640964"
"1","Grant","","46.70413359","-119.9625934"
"1","Grant","","46.70290621","-119.9619199"
"1","Grant","","46.70192119","-119.9614633"
"1","Grant","","46.70017089","-119.9604244"
"1","Grant","","46.6974807","-119.9591638"
"1","Grant","","46.69685303","-119.9587496"
"1","Grant","","46.69582285","-119.9580644"
"1","Grant","","46.69339686","-119.9567635"
"1","Grant","","46.69262038","-119.9562352"
"1","Grant","","46.69117964","-119.9549584"
"1","Grant","","46.69049507","-119.9544433"
"1","Grant","","46.68734067","-119.9524945"
"1","Grant","","46.6825243","-119.9492598"
"1","Grant","","46.6809832","-119.9485143"
"1","Grant","","46.6790302","-119.9479346"
"1","Grant","","46.67739637","-119.9473356"
"1","Grant","","46.67439396","-119.9456172"
"1","Grant","","46.67377548","-119.9449941"
"1","Grant","","46.67222601","-119.9429543"
"1","Grant","","46.67130479","-119.9416172"
"1","Grant","","46.67024289","-119.9398953"
"1","Grant","","46.66889352","-119.9380369"
"1","Grant","","46.66845717","-119.9375096"
"1","Grant","","46.6675506","-119.9364096"
"1","Grant","","46.66442255","-119.9329587"
"1","Grant","","46.66388193","-119.9323609"
"1","Grant","","46.66296209","-119.9311119"
"1","Grant","","46.66192675","-119.9293583"
"1","Grant","","46.66135997","-119.9281892"
"1","Grant","","46.66024644","-119.9247637"
"1","Grant","","46.65981522","-119.9237367"
"1","Grant","","46.65838875","-119.9209838"
"1","Grant","","46.65789526","-119.9201925"
"1","Grant","","46.65727183","-119.9193269"
"1","Grant","","46.65621457","-119.9180837"
"1","Grant","","46.65517813","-119.9170275"
"1","Grant","","46.65465159","-119.9165831"
"1","Grant","","46.65320923","-119.9156508"
"1","Grant","","46.65241594","-119.9152969"
"1","Grant","","46.65165151","-119.9150988"
"1","Grant","","46.65125092","-119.914995"
"1","Grant","","46.65067525","-119.9148458"
"1","Grant","","46.65011817","-119.9146328"
"1","Grant","","46.64983844","-119.9145243"
"1","Grant","","46.64936635","-119.9143064"
"1","Grant","","46.64857778","-119.9138052"
"1","Grant","","46.64647997","-119.9121634"
"1","Grant","","46.64523959","-119.9109802"
"1","Grant","","46.64520842","-119.9109505"
"1","Grant","","46.64474124","-119.9105048"
"1","Grant","","46.64462587","-119.9103948"
"1","Grant","","46.64390438","-119.9097066"
"1","Grant","","46.64145945","-119.9075712"
"1","Grant","","46.64103753","-119.9071505"
"1","Grant","","46.64087683","-119.9069902"
"1","Grant","","46.63929116","-119.9054091"
"1","Grant","","46.63746545","-119.9036853"
"1","Grant","","46.63587087","-119.9018804"
"1","Grant","","46.63572224","-119.9017118"
"1","Grant","","46.63420249","-119.8995729"
"1","Grant","","46.63333843","-119.8981533"
"1","Grant","","46.63297916","-119.8973014"
"1","Grant","","46.63259827","-119.8961471"
"1","Grant","","46.63238956","-119.895409"
"1","Grant","","46.63224402","-119.8946921"
"1","Grant","","46.63213068","-119.89413"
"1","Grant","","46.63151886","-119.8898137"
"1","Grant","","46.63054915","-119.8816641"
"1","Grant","","46.63021763","-119.8801352"
"1","Grant","","46.62919521","-119.8762419"
"1","Grant","","46.62882922","-119.8758162"
"1","Grant","","46.62862206","-119.8750105"
"1","Grant","","46.62837158","-119.8743367"
"1","Grant","","46.62759872","-119.8716945"
"1","Grant","","46.6269579","-119.8689833"
"1","Grant","","46.62662106","-119.8667064"
"1","Grant","","46.62649989","-119.8649763"
"1","Grant","","46.62629831","-119.8576904"
"1","Grant","","46.62594016","-119.8539849"
"1","Grant","","46.62593266","-119.8534437"
"1","Grant","","46.625901","-119.8511195"
"1","Grant","","46.62572175","-119.8479254"
"1","Grant","","46.62559642","-119.843839"
"1","Grant","","46.62546495","-119.8364012"
"1","Grant","","46.62550524","-119.8347767"
"1","Grant","","46.62564015","-119.8322515"
"1","Grant","","46.62572839","-119.8306025"
"1","Grant","","46.62574725","-119.8287275"
"1","Grant","","46.62579495","-119.8280383"
"1","Grant","","46.62587857","-119.8265744"
"1","Grant","","46.62589593","-119.8252149"
"1","Grant","","46.6260805","-119.8224263"
"1","Grant","","46.62622431","-119.8215289"
"1","Grant","","46.62703938","-119.8186607"
"1","Grant","","46.62766566","-119.8149032"
"1","Grant","","46.62834591","-119.8124107"
"1","Grant","","46.62856703","-119.8112177"
"1","Grant","","46.62900175","-119.8088675"
"1","Grant","","46.62967822","-119.8064307"
"1","Grant","","46.62989307","-119.8054567"
"1","Grant","","46.63021363","-119.8028691"
"1","Grant","","46.6305784","-119.8003465"
"1","Grant","","46.63092813","-119.7978719"
"1","Grant","","46.63157802","-119.7942728"
"1","Grant","","46.6317865","-119.7928927"
"1","Grant","","46.63209197","-119.7901885"
"1","Grant","","46.63209409","-119.7901697"
"1","Grant","","46.63232612","-119.7881165"
"1","Grant","","46.63305496","-119.7846953"
"1","Grant","","46.63342451","-119.7826959"
"1","Grant","","46.63358699","-119.7811969"
"1","Grant","","46.63374038","-119.7766485"
"1","Grant","","46.63381703","-119.7754612"
"1","Grant","","46.63397381","-119.774209"
"1","Grant","","46.63437284","-119.7717315"
"1","Grant","","46.63472141","-119.7689778"
"1","Grant","","46.63516661","-119.7654585"
"1","Grant","","46.63532418","-119.7636011"
"1","Grant","","46.63541683","-119.761458"
"1","Grant","","46.63542767","-119.7578589"
"1","Grant","","46.63567143","-119.752883"
"1","Grant","","46.63563361","-119.7514503"
